"","replicate","n_infectors","alpha_mean","phi_alpha","true_mean_gi","true_logmean_gi","true_sdlog_gi","R0","phi_ind_C","phi_C","C_bar","vary_ind_infectiousness","vary_ind_contact_rate","logmean_median","logsd_median","logmean_mean","logmean_upper_95","logmean_lower_95","logmean_median_po","logsd_median_po","logmean_mean_po","logmean_upper_95_po","logmean_lower_95_po"
"104",3,25,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.26599,0.4721395,1.265943615,1.31523225,1.2146985,1.276975,0.488732,1.27735749,1.33273225,1.22501375
"105",4,25,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.28847,0.5011035,1.288291455,1.3388715,1.23771925,1.32731,0.500177,1.3275556525,1.37675,1.277259
"106",5,25,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.287095,0.494294,1.28739069,1.33433275,1.24063875,1.28535,0.49829,1.285711345,1.33348,1.23762675
"107",6,25,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.21647,0.473815,1.21657318,1.26504075,1.16819125,1.1955,0.4559365,1.1953304325,1.241311,1.1471575
"108",7,25,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.255455,0.4688185,1.2548934725,1.3012915,1.20643925,1.26286,0.490012,1.262965475,1.313831,1.20997475
"109",8,25,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.28072,0.476974,1.28075521,1.3282135,1.23536925,1.287645,0.4815245,1.2874133575,1.33564225,1.2402995
"110",9,25,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.277425,0.4492105,1.277117805,1.3233115,1.23151,1.30904,0.433155,1.30860355,1.34910225,1.26678725
"111",10,25,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.26616,0.497378,1.2660450975,1.31859125,1.216103,1.27349,0.50864,1.2738643575,1.323332,1.22438925
"112",1,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,FALSE,1.118825,0.508443,1.105659724525,1.49370725,0.620146775,1.089125,0.4582755,1.08601578275,1.437033,0.71038615
"113",2,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,FALSE,1.112365,0.684416,1.10258083215,1.59043025,0.5443343,1.256245,0.622264,1.25205022475,1.6746775,0.83732025
