"","replicate","n_infectors","alpha_mean","phi_alpha","true_mean_gi","true_logmean_gi","true_sdlog_gi","R0","phi_ind_C","phi_C","C_bar","vary_ind_infectiousness","vary_ind_contact_rate","logmean_median","logsd_median","logmean_mean","logmean_upper_95","logmean_lower_95","logmean_median_po","logsd_median_po","logmean_mean_po","logmean_upper_95_po","logmean_lower_95_po"
"82",1,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,0.1,2,20,FALSE,TRUE,1.23849,0.244938,1.244802723,1.57041725,0.964290875,1.30246,0.194468,1.2932289225,1.52286225,0.99300205
"83",2,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,0.1,2,20,FALSE,TRUE,1.39086,0.4947205,1.3833979325,1.644807,1.07922625,1.453615,0.366143,1.4519652575,1.60108825,1.29777675
"84",3,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,0.1,2,20,FALSE,TRUE,1.197475,0.4736135,1.196050067,1.3666065,1.01986,1.26988,0.5011575,1.269725826,1.4545155,1.08081675
"85",4,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,0.1,2,20,FALSE,TRUE,1.40061,0.470066,1.3987647885,1.61622875,1.1770755,1.42769,0.4964705,1.42335653625,1.67326625,1.1642185
"86",5,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,0.1,2,20,FALSE,TRUE,1.285745,0.497079,1.2724718385,1.5220955,0.942361775,1.20993,0.6108195,1.2045317795,1.549613,0.835096775
"87",6,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,0.1,2,20,FALSE,TRUE,1.21877,0.6577815,1.21887704375,1.5777105,0.8636052,1.380095,0.590625,1.377686462,1.66159275,1.0852315
"88",7,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,0.1,2,20,FALSE,TRUE,1.288765,0.4438015,1.28887366775,1.5677995,1.01597675,1.31673,0.4366495,1.312001492,1.57043675,1.0333695
"89",8,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,0.1,2,20,FALSE,TRUE,0.994654,0.5006985,0.958548000995,1.57878575,0.221531375,1.035545,0.458641,1.036124786975,1.63177775,0.4506237
"90",9,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,0.1,2,20,FALSE,TRUE,1.378735,0.619055,1.35843565125,1.6970615,0.89393105,1.31995,0.550473,1.31698993375,1.58023025,1.036548
"91",10,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,0.1,2,20,FALSE,TRUE,1.32876,0.4795875,1.328674655,1.4651605,1.18936725,1.29043,0.5174595,1.2906390245,1.452311,1.135372
"92",1,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,TRUE,1.223635,0.559797,1.21997054725,1.6036965,0.816701525,1.255235,0.5130745,1.2559505165,1.5802925,0.9219972
"93",2,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,TRUE,1.16315,0.5098675,1.1657811349,1.64077525,0.6784634,1.147465,0.5665175,1.1488983466,1.66226075,0.619481625
"94",3,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,TRUE,1.45646,0.1108775,1.44855472,1.524543,1.3472935,1.445935,0.12605,1.44360984,1.55417,1.322756
"95",4,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,TRUE,1.569295,0.445433,1.56431342375,1.88460225,1.22033975,1.567625,0.496225,1.55642099025,1.92586875,1.11915575
"96",5,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,TRUE,1.35423,0.3796095,1.3556185475,1.50742075,1.1915485,1.372125,0.339906,1.372097985,1.49605975,1.2441895
"97",6,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,TRUE,1.30034,0.463495,1.303438367,1.5440345,1.08115775,1.32527,0.4664035,1.32285071675,1.5430045,1.09369075
"98",7,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,TRUE,1.07782,0.471852,1.07424216525,1.3123045,0.825777775,1.042155,0.480899,1.04033805,1.28939175,0.794044125
"99",8,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,TRUE,1.233685,0.1407785,1.218483543,1.319882,1.05275975,1.23517,0.185849,1.234365868,1.400664,1.0558095
"100",9,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,TRUE,1.770805,0.5022995,1.7605382795,2.0936855,1.37418375,1.75635,0.491066,1.7492178705,2.03650125,1.42272725
"101",10,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,TRUE,1.2483,0.584529,1.23575563,1.62634425,0.77480445,1.35119,0.489354,1.34631504,1.62714,1.021572
"102",1,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,20,2,20,FALSE,TRUE,1.24448,0.1890145,1.2428365045,1.35982825,1.12340725,1.26446,0.219185,1.262395033,1.42485025,1.08662425
"103",2,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,20,2,20,FALSE,TRUE,1.20343,0.353267,1.19942307075,1.42057875,0.957936275,1.25899,0.29416,1.25877163225,1.41133325,1.09743475
"104",3,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,20,2,20,FALSE,TRUE,1.05515,0.3272985,1.046428449375,1.37702675,0.677990575,1.05776,0.3278815,1.0554046035,1.40449075,0.6958518
"105",4,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,20,2,20,FALSE,TRUE,1.366695,0.406155,1.35952058225,1.651785,1.0302285,1.46865,0.3143045,1.4658195425,1.66242375,1.25845775
"106",5,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,20,2,20,FALSE,TRUE,1.29864,0.677312,1.2892377795,1.65668775,0.889986075,1.12964,0.702862,1.12941623955,1.5112415,0.7578648
"107",6,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,20,2,20,FALSE,TRUE,1.2689,0.6668725,1.2705701995,1.7608415,0.80456265,1.23458,0.736232,1.232723835,1.73180425,0.6998393
"108",7,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,20,2,20,FALSE,TRUE,1.203185,0.5796075,1.19248805725,1.503698,0.838073475,1.2094,0.538912,1.20884068225,1.49658425,0.92016415
"109",8,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,20,2,20,FALSE,TRUE,1.09222,0.6523915,1.08077751825,1.54167,0.51366225,1.16353,0.6662785,1.1568992035,1.62801125,0.6740668
"110",9,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,20,2,20,FALSE,TRUE,1.57028,0.472067,1.55321456925,1.92391725,1.12852875,1.59673,0.4166285,1.5859019825,1.89715725,1.21700475
"111",10,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,20,2,20,FALSE,TRUE,1.103345,0.3876565,1.1064754975,1.433404,0.786273425,1.119685,0.478185,1.11140644975,1.519987,0.671356025
